622,2
623,11
624,4
625,14
626,11
627,14
628,13
629,2
630,16
631,4
632,14
633,2
634,19
635,14
636,0
637,5
638,11
639,11
640,5
641,10
642,13
643,13
644,3
645,4
646,11
647,3
648,16
649,8
650,11
651,9
652,16
653,11
654,2
655,15
656,1
657,10
658,11
659,6
660,2
661,18
662,13
663,13
664,13
665,16
666,3
667,17
668,2
669,2
670,16
671,14
672,11
673,19
674,14
675,14
676,16
677,2
678,2
679,16
680,1
681,13
682,2
683,2
684,2
685,17
686,14
687,14
688,0
689,14
690,0
691,14
692,4
693,16
694,9
695,14
696,10
697,10
698,3
699,14
700,14
701,2
702,18
703,10
704,15
705,2
706,15
707,9
708,10
709,14
710,14
711,2
712,11
713,2
714,10
715,14
716,5
717,16
718,3
719,16
720,12
721,14
722,14
723,14
724,14
725,13
726,14
727,14
728,9
729,0
730,14
731,13
732,2
733,6
734,11
735,13
736,6
737,15
738,2
739,9
740,14
741,2
742,0
743,16
744,16
745,2
746,2
747,2
748,11
749,12
750,17
751,9
752,13
753,6
754,14
755,2
756,4
757,2
758,14
759,10
760,3
761,2
762,14
763,13
764,13
765,4
766,11
767,14
768,10
769,2
770,2
771,7
772,0
773,16
774,14
775,9
776,6
777,2
778,10
779,14
780,2
781,14
782,6
783,11
784,10
785,5
786,11
787,18
788,12
789,16
790,10
791,14
792,15
793,14
794,14
795,2
796,1
797,0
798,1
799,16
800,6
801,2
802,11
803,14
804,7
805,16
806,2
807,10
808,6
809,14
810,4
811,0
812,2
813,7
814,16
815,17
816,11
817,11
818,16
819,16
820,13
821,14
822,16
823,7
824,12
825,14
826,14
827,7
828,11
829,11
830,11
831,11
832,5
833,2
834,6
835,14
836,16
837,2
838,3
839,3
840,14
841,12
842,13
843,8
844,2
845,14
846,15
847,18
848,2
849,15
850,14
851,12
852,0
853,1
854,14
855,2
856,14
857,15
858,2
859,14
860,6
861,14
862,14
863,7
864,3
865,2
866,12
867,4
868,11
869,15
870,7
871,8
872,7
873,0
874,16
875,12
876,15
877,7
878,4
879,17
880,10
881,15
882,8
883,14
884,16
885,0
886,9
887,14
888,16
889,0
890,16
891,7
892,13
893,14
894,12
895,16
896,14
897,14
898,0
899,16
900,19
901,14
902,10
903,13
904,5
905,16
906,14
907,4
908,6
909,2
910,6
911,1
912,8
913,2
914,16
915,11
916,14
917,10
918,2
919,17
920,4
921,15
922,11
923,2
924,6
925,18
926,11
927,2
928,16
929,17
930,4
931,16
932,11
933,9
934,14
935,14
936,6
937,14
938,16
939,8
940,14
941,0
942,16
943,1
944,14
945,13
946,3
947,13
948,2
949,10
950,16
951,14
952,1
953,8
954,14
955,3
956,0
957,6
958,3
959,18
960,5
961,3
962,0
963,12
964,16
965,3
966,2
967,14
968,3
969,1
970,3
971,4
972,10
973,16
974,0
975,14
976,17
977,19
978,9
979,16
980,2
981,5
982,10
983,2
984,13
985,16
986,14
987,4
988,19
989,5
990,14
991,2
992,3
993,12
994,2
995,5
996,14
997,14
998,6
999,4
1000,15
1001,4
1002,17
1003,4
1004,5
1005,11
1006,5
1007,5
1008,14
1009,16
1010,11
1011,13
1012,14
1013,11
1014,0
1015,11
1016,4
1017,17
1018,5
1019,19
1020,14
1021,3
1022,14
1023,10
1024,4
1025,14
1026,16
1027,16
1028,5
1029,4
1030,15
1031,18
1032,12
1033,17
1034,6
1035,12
1036,11
1037,14
1038,4
1039,3
1040,13
1041,12
1042,9
1043,6
1044,14
1045,8
1046,16
1047,2
1048,5
1049,2
